forward_x_mean,forward_x_var,forward_yaw_mean,forward_yaw_var,forward_z_mean,forward_z_var,left_x_mean,left_x_var,left_yaw_mean,left_yaw_var,left_z_mean,left_z_var,right_x_mean,right_x_var,right_yaw_mean,right_yaw_var,right_z_mean,right_z_var,forward_num,left_num,right_num
0.01719435909839258,0.004538942730780791,0.014844233531208294,0.006326271465869171,-0.23987280957964657,0.004829375703555522,-0.00016667633097570852,0.0008442765688607206,0.5437795113686569,0.004058119612722176,2.923534844024589e-05,0.00021346100508224435,0.004020854900554715,0.0008759327243407207,-0.544008730600924,0.003985904002161396,-0.00048579892288080917,0.00022090351041183977,9157,3961,3842
0.016634749757672127,0.004533735588922237,0.013911182491035722,0.00617812574255335,-0.24150055500327564,0.004672328071308053,0.0002393419015950598,0.0008515990202657762,0.5447770323515455,0.00409295375837861,-0.000458624787677136,0.00020762363283002332,0.0033832313303246756,0.0009310310686076284,-0.5449089088083036,0.004191063377280228,1.780512441825132e-05,0.00023143571553259004,9638,3688,3634
0.015809284318929515,0.004509820691997484,0.014833183077883352,0.006250104408403294,-0.23880350113958554,0.004901044448045304,0.0005694621889462025,0.0007969738287122528,0.5450649919181034,0.0040002852555113995,-3.5920688606182866e-06,0.00020466122448861704,0.003941982759619659,0.0008782961328756746,-0.5426812431561657,0.004156729923475892,-0.0003854610688602828,0.00021874449291546004,9596,3654,3710
0.018190427448122812,0.004924559612742453,0.015055906979586706,0.006194318743465087,-0.24386663853377785,0.00415508796143007,0.0004600107116428377,0.000794687277307437,0.5441475852078782,0.0040879180284170685,-0.0003991655350252294,0.00021740258939127787,0.0034300853425642827,0.0008958143002503912,-0.542994303715751,0.004174687877169428,-0.00019496587712925805,0.00021761768821566726,9849,3662,3449
0.012259884337459613,0.003871198713576762,0.015054783788718898,0.006321186652261871,-0.21611511841992476,0.007238986853268505,-0.0010731888188957456,0.0007276389498133361,0.5426091585884126,0.0040086811617611766,-1.393805753461934e-05,0.00019644577020896915,0.00447510446046854,0.0007307869814728992,-0.5451344675831981,0.004075816207313883,-0.00045143338766965,0.00021255564454102313,7656,4684,4620
0.015123878528103665,0.004267835604216099,0.015080631125581272,0.006241160034692238,-0.23632606826778738,0.00519204988651459,-2.3358578283741407e-05,0.0008203961452370371,0.5435112273718288,0.004000741532102438,7.19906600786818e-05,0.0002067350020795909,0.004453682948608241,0.0008650769356970636,-0.5437843130151984,0.004171626396458679,-3.8309710840169206e-05,0.00022721828000482218,9294,3784,3882
0.01637325259772214,0.00446084700740758,0.014652651307558773,0.0062798564659934395,-0.23844794272172332,0.005031223713779314,-0.0005745289181422324,0.0008083376213921851,0.544408599715427,0.003964697865272762,9.104316186041853e-05,0.00021148584053070198,0.003981763503337691,0.0008860334030855002,-0.5436720745246879,0.004142095024131861,-0.0007694872364689354,0.00023596825973922283,9900,3536,3524
0.018733600248599654,0.004979457974811611,0.013369263714750829,0.006323566128369609,-0.24619766209608412,0.0037930790074873918,0.0005772936240019144,0.0008722667040802114,0.5440925948550648,0.004017526403453006,-0.00042387487922597515,0.00023020025191342126,0.0026016786336079496,0.0008909211567574885,-0.5469292534722222,0.003997911660592641,-0.0005349949565540065,0.00023323784424508597,9919,3549,3492
0.016279293522702475,0.0044745070251145085,0.014033609659488926,0.0061897971287039645,-0.2397999550574615,0.004801297759543477,-0.00010814112543701572,0.0007944987161933754,0.5457659306926045,0.004073495660378423,0.00022917023710591062,0.00020187851513722794,0.0037833165279857776,0.0008863062872226915,-0.5436686410953862,0.0041827685417577965,-7.142196775106859e-05,0.0002284960870131918,9479,3661,3820
0.01785512061231389,0.004893181445325187,0.014551945872582822,0.006243373819408099,-0.24398115595291667,0.004097948706431124,0.00020260736581873546,0.0008216281721393143,0.5434598880504823,0.004141891450670951,-0.0004267339122815648,0.00020471105516787572,0.002940740192163318,0.0009081766808874898,-0.5447855367288961,0.004033735756166217,-0.0005678198230262971,0.00022998029625641802,10487,3162,3311
