variance_x,variance_yaw,variance_z,mean_x,up_x,low_x,mean_yaw,up_yaw,low_yaw,mean_z,up_z,low_z
0.002176226698406592,0.004080460080314325,0.0024156229393229277,0.01678996551143797,0.017103683360007945,0.016476247662867993,0.013690452049612695,0.014120029748939703,0.013260874350285686,-0.23858812351793487,-0.2382576004817178,-0.23891864655415196
0.0032292282765927667,0.004722451105796319,0.0032841338828725475,0.022926884066811034,0.02330903641663372,0.02254473171698835,0.015542128814809842,0.01600426598008339,0.015079991649536292,-0.23205437547377541,-0.23166898800615424,-0.2324397629413966
0.0030703235587672636,0.006010854051952809,0.0033442939549337457,0.015658578715434107,0.016031209931243504,0.01528594749962471,0.015958585170823398,0.016479966233089723,0.01543720410855707,-0.24395282067745735,-0.24356391938816724,-0.24434172196674747
0.0033331575442314774,0.005263214219735741,0.003241109663251843,0.015833007994453963,0.016221261228272034,0.015444754760635894,0.01698084156395611,0.017468721192381808,0.016492961935530414,-0.24249535352824905,-0.24211249879218852,-0.2428782082643096
0.0033529682668278866,0.005246657827444255,0.003821154545198895,0.012182426278229578,0.012571831600130519,0.011793020956328637,0.012973760553807286,0.013460872221009784,0.012486648886604787,-0.2301093863592493,-0.22969368211126928,-0.2305250906072293
0.003219969536584724,0.0067027573233007925,0.003799496897878707,0.018833834401602256,0.0192154385106723,0.01845223029253221,0.015462854696912777,0.016013426427997315,0.01491228296582824,-0.2438311881692128,-0.24341666366537557,-0.24424571267305
0.003223964167289159,0.005669507470292388,0.003605756469008779,0.01587278030036391,0.016254621041332438,0.015490939559395383,0.014908472196452208,0.01541483270451762,0.014402111688386796,-0.23358293054279483,-0.23317911283738804,-0.23398674824820162
0.003758745762410303,0.005672685553187896,0.0035978678478413256,0.01599228227748634,0.016404577817396702,0.015579986737575977,0.013393837836897703,0.013900340247079068,0.012887335426716337,-0.23466277831120616,-0.23425940258089775,-0.23506615404151457
0.0036875657530495475,0.005372128261030012,0.003784622168183133,0.012453134528065945,0.01286150755341735,0.01204476150271454,0.013435749773514333,0.01392865150926765,0.012942848037761015,-0.24778577600136478,-0.2473720637085579,-0.24819948829417166
0.0038030671949073115,0.005890733005206458,0.003955383491123983,0.014919439468419204,0.01533415868594258,0.014504720250895829,0.016193421035930463,0.01670956616179771,0.015677275910063217,-0.24133346384030807,-0.24091052121250428,-0.24175640646811186
0.0034250367459165002,0.005792137039348949,0.003873683903317917,0.015278347881759835,0.015671915880674892,0.014884779882844777,0.016643380176542825,0.01715518759351925,0.0161315727595664,-0.24180386491543943,-0.24138531308024747,-0.2422224167506314
0.004062501437584501,0.006026685759529943,0.00465655813637142,0.014830465253340116,0.015259096596216621,0.01440183391046361,0.014213832176551224,0.014735899407904374,0.013691764945198075,-0.24909352595632875,-0.2486346242466228,-0.2495524276660347
0.0037827603792934053,0.0055866839703325,0.0036257569158237176,0.01339387921375778,0.013807489734225567,0.012980268693289993,0.01534216374741477,0.015844812041978566,0.014839515452850973,-0.2379869557705297,-0.23758201966378156,-0.23839189187727783
0.003412490096849328,0.006090457379659798,0.0040546771486059275,0.013500497193365754,0.013893343668624566,0.013107650718106942,0.016519827116450732,0.01704464921709677,0.015995005015804694,-0.23943275014550658,-0.239004531768866,-0.23986096852214717
0.0036777461065539718,0.006533374502153565,0.0037612940860860537,0.014723644740712877,0.015131473673810259,0.014315815807615496,0.015392958754252038,0.015936529327414708,0.014849388181089366,-0.23503102694842384,-0.23461859166981702,-0.23544346222703066
0.0029546693565086837,0.0059385100297962975,0.0036739573535615063,0.015908862237090912,0.0162744078743588,0.015543316599823028,0.015414645178426063,0.01593287918515617,0.01489641117169596,-0.21894483063307496,-0.21853721182340663,-0.2193524494427433
0.0041275829045499856,0.00561745976963318,0.004179419566766295,0.014070138293565406,0.014502189342184498,0.013638087244946313,0.016551226724273137,0.017055257606183788,0.016047195842362486,-0.24117601103332945,-0.24074125547131628,-0.2416107665953426
0.0037341387340805495,0.005841210281801688,0.003944189696660103,0.014317527410824605,0.014728471166432408,0.013906583655216803,0.013446365203626178,0.013960336163628604,0.012932394243623753,-0.23667876694036336,-0.23625642320355994,-0.23710111067716677
0.004132083877105401,0.00578385217449171,0.004129014344126328,0.015127425508131695,0.015559712060204558,0.014695138956058831,0.013597266361612043,0.014108707612127248,0.013085825111096837,-0.25096890819582146,-0.2505367822363679,-0.25140103415527504
0.003861045701329814,0.006157678147616968,0.004081031264900647,0.016875584782749992,0.01729345328079157,0.016457716284708414,0.016068367793135557,0.016596078193623402,0.015540657392647714,-0.233728192756726,-0.23329858499221398,-0.234157800521238
0.0040801929677388195,0.005662220630637708,0.004078981857394369,0.015973490478450193,0.01640305411717113,0.015543926839729256,0.016891039045934003,0.01739707404475569,0.016385004047112316,-0.2429808964902064,-0.2425513966092026,-0.2434103963712102
0.0035915613059162607,0.00628890367662058,0.004011861399128706,0.017204274265343912,0.01760729631094025,0.016801252219747573,0.01568522182759144,0.016218525571444813,0.015151918083738065,-0.22789115487495973,-0.22746520340496915,-0.2283171063449503
0.003719767286497409,0.006341521690748797,0.004112892125384566,0.01701901300735558,0.017429165208278235,0.016608860806432927,0.014288766083709221,0.014824296203861845,0.013753235963556598,-0.23582756727937393,-0.2353962857881966,-0.23625884877055126
0.0037225597883122352,0.005754595523129266,0.0037475879940232805,0.018150501520202922,0.018560807646868585,0.01774019539353726,0.01442333077233986,0.01493347686281733,0.01391318468186239,-0.23583490911043864,-0.2354232259712444,-0.23624659224963288
0.004094529053161221,0.0058199495342325346,0.004222182613839495,0.019296555864547975,0.019726873494705588,0.018866238234390362,0.016837127109069327,0.017350161844573758,0.016324092373564896,-0.24738579133678,-0.24694881726596563,-0.24782276540759435
0.0039004241372799153,0.006236640431204975,0.003995335806543095,0.01824422727217106,0.01866422126496064,0.017824233279381478,0.014013707548815379,0.014544790688336164,0.013482624409294593,-0.23818964980697468,-0.23776457652837182,-0.23861472308557755
0.0038001963515186627,0.00606978003211593,0.003958108019106446,0.016538177677633856,0.016952740334855346,0.016123615020412367,0.01570608356940268,0.016230014016544798,0.015182153122260561,-0.23338982832627211,-0.2329667400589037,-0.23381291659364054
0.003692275530980761,0.00587506899476554,0.003936118329522262,0.013813222113930292,0.014221855844128228,0.013404588383732357,0.013672565330959934,0.01418802376092538,0.013157106900994489,-0.2400755627836535,-0.23965365140905767,-0.24049747415824932
0.0038390169829969245,0.006042250152533645,0.0042180252291315005,0.013842878957564678,0.01425955370197113,0.013426204213158226,0.015791472042962554,0.016314212979595934,0.015268731106329177,-0.2386058776710283,-0.2381691187871094,-0.23904263655494723
0.0038304650537479574,0.006064869147343278,0.0037805368113535695,0.012651640324203689,0.013067850710203166,0.012235429938204211,0.016173506118661973,0.01669722457437448,0.015649787662949468,-0.23232647485904315,-0.23191298591993298,-0.23273996379815332
